date; wpt; lat; lon; ele; id taxon; taxon; ident_quality; picture; number; habitat; accuracy; dop; comments; id site; site; id Field Worker 1; Field Worker 1 ; id Field Worker 2; Field Worker 2; Nb FW  
2010-09-29T11:26:12;;41.5291141;-70.67106;;4360;Rhus hirta (L.) Sudworth;sure;100929_photo_19.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:26:12;;41.5291141;-70.67106;;3644;Lonicera morrowii Gray;sure;100929_photo_20.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:26:12;;41.5291141;-70.67106;;3443;Lonicera japonica Thunb.;sure;100929_photo_20.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:26:12;;41.5291141;-70.67106;;4279;Apios americana Medik.;pas sure;100929_photo_21.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:26:12;;41.5291141;-70.67106;;2050;Polygonum scandens L.;pas sure;100929_photo_22.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;4223;Rhus copallina L.;sure;100929_photo_22.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;1193;Aronia arbutifolia (L.) Pers.;sure;100929_photo_22.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;5740;Betula pendula Roth;pas sure;100929_photo_23.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;1585;Eupatorium perfoliatum L.;sure;100929_photo_23.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;5768;Parthenocissus vitacea (Knerr) A. S. Hitchc.;sure;100929_photo_24.jpg;0;Antropogenic;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;2971;Panicum virgatum L.;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:41:42;;41.5294271;-70.6704847;9.2;3631;Acer rubrum L.;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:56:01;;41.529339;-70.6702506;9.3;;Sambucus canadensis ;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:56:01;;41.529339;-70.6702506;9.3;3093;Daucus carota L.;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:56:01;;41.529339;-70.6702506;9.3;4612;Iva frutescens L.;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:56:01;;41.529339;-70.6702506;9.3;5685;Pluchea odorata (L.) Cass.;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:56:01;;41.529339;-70.6702506;9.3;1522;Abutilon theophrasti Medik.;sure;100929_photo_24.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T11:56:01;;41.529339;-70.6702506;9.3;2486;Asclepias verticillata L.;pas sure;100929_photo_25.jpg;0;Salt Marsh;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T12:07:08;;41.5292166;-70.670142;9.2;2209;Prunella vulgaris L.;pas sure;100929_photo_25.jpg;0;Salt Marsh;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T12:07:08;;41.5292166;-70.670142;9.2;1764;Solidago canadensis L.;sure;100929_photo_25.jpg;0;Salt Marsh;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T12:07:08;;41.5292166;-70.670142;9.2;173;Trifolium repens L.;sure;100929_photo_25.jpg;0;Salt Marsh;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T12:11:06;;41.5288209;-70.6698563;8.8;3929;Quercus velutina Lam.;sure;100929_photo_25.jpg;0;Salt Marsh;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T12:13:37;;41.5279667;-70.6701441;12.1;5743;Sassafras albidum (Nutt.) Nees;sure;100929_photo_25.jpg;0;Mixed forest;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T13:27:01;;41.5266283;-70.6721709;16.6;5157;Euphorbia maculata L.;sure;100929_photo_26.jpg;0;Antropogenic;49;1.29999995231628;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T13:27:01;;41.5266283;-70.6721709;16.6;1524;Spiraea alba Du Roi;pas sure;100929_photo_27.jpg;0;Antropogenic;49;1.29999995231628;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T13:55:13;;41.5259127;-70.6726674;19.4;2970;Cyperus esculentus L.;pas sure;100929_photo_27.jpg;0;Antropogenic;49;1.20000004768372;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T14:05:58;;41.5274693;-70.6731039;12.5;2984;Cerastium semidecandrum L.;pas sure;100929_photo_27.jpg;0;Antropogenic;49;1.10000002384186;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T14:18:19;;41.5277715;-70.6731772;5.9;5304;Lathyrus latifolius L.;pas sure;100929_photo_27.jpg;0;Antropogenic;49;1.29999995231628;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T14:18:19;;41.5277715;-70.6731772;5.9;1905;Polygonum persicaria L.;pas sure;100929_photo_27.jpg;0;Antropogenic;49;1.29999995231628;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T14:39:50;;41.5293377;-70.6735217;7.9;2276;Rosa rugosa Thunb.;sure;Null;0;Rocky shore;49;1.10000002384186;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T14:42:33;;41.5298122;-70.673097;9.6;6436;Spartina cynosuroides (L.) Roth;sure;Null;0;Rocky shore;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
2010-09-29T14:42:33;;41.5298122;-70.673097;9.6;971;Leymus mollis (Trin.) Pilger;sure;Null;0;Rocky shore;49;0.899999976158142;;0;;1922;MAYFIELD Mark;;;1
