longitude,latitude,genus
7.518752,44.08325,Phyllonorycter
7.397768,44.28312,Phyllonorycter
7.396728,44.28185,Phyllonorycter
7.446252,44.19289,Phyllonorycter
7.448881,44.18774,Phyllonorycter
7.442749,44.19618,Phyllonorycter
7.278931,44.21486,Phyllonorycter
7.494092,44.19497,Phyllonorycter
7.575701,44.02873,Phyllonorycter
7.468783,43.92406,Phyllonorycter
7.52362,44.10079,Scopula
7.39742,44.28416,Scopula
7.43884,44.20383,Scopula
7.51231,44.06999,Scopula
7.56292,43.98135,Scopula
7.347778,44.25278,Scopula
7.383611,44.24805,Scopula
7.42611,44.22015,Scopula
7.57083,44.15083,Scopula
7.565,44.14244,Scopula
7.57753,43.97625,Scopula
7.56056,43.9825,Scopula
7.39778,44.2836,Scopula
7.36111,44.1919,Scopula
6.84944,44.2772,Scopula
6.81,44.3067,Scopula
6.74333,44.2833,Scopula
7.383333,44.28333,Scopula
7.624166,44.15508,Scopula
7.56,43.98222,Scopula
7.39758,44.28448,Scopula
7.50994,43.99916,Scopula
7.396361,44.28192,Scopula
7.396222,44.28414,Scopula
7.553611,44.06222,Scopula
7.475,44.11306,Scopula
7.530278,44.08583,Scopula
7.512778,44.06917,Scopula
7.400007,44.26757,Scopula
7.400146,44.2676,Scopula
7.400155,44.2676,Scopula
7.40012,44.26758,Scopula
7.40018,44.2676,Scopula
7.35,44.25,Scythris
7.2722,44.1628,Scythris
7.2333,44.1986,Scythris
7.2122,44.1933,Scythris
7.3742,44.1828,Scythris
7.3228,44.1856,Scythris
7.4103,44.1492,Scythris
7.3722,44.6519,Scythris
7.375,44.1481,Scythris
7.4428,44.2161,Scythris
7.4536,44.1758,Scythris
7.3956,44.2825,Scythris
7.2708,44.2497,Scythris
7.2469,44.2475,Scythris
7.2667,44.1803,Scythris
7.2819,44.3261,Scythris
7.2842,44.1625,Scythris
7.2499,44.2036,Scythris
7.3903,44.1853,Scythris
7.375,44.1508,Scythris
7.4303,44.2144,Scythris
7.435,44.217,Scythris
7.4575,44.2114,Scythris
7.4828,44.2003,Scythris
7.4953,44.1753,Scythris
7.2183,44.1911,Scythris
7.4267,44.2453,Scythris
7.3235,44.2451,Scythris
7.4792,44.1892,Scythris
7.5064,44.1633,Scythris
7.3167,44.1772,Scythris
7.4022,44.2794,Scythris
7.39742,44.28416,Scythris
7.578444,44.15225,Scythris
7.521389,44.10222,Scythris
7.56,43.98222,Scythris
7.52327,44.0944,Scythris
7.550528,44.1455,Scythris
7.527472,44.10994,Scythris
7.54913,43.9857,Stigmella
7.5675,44.0558,Stigmella
7.39778,44.2836,Stigmella
7.4428,44.2161,Stigmella
7.375,44.1481,Stigmella
7.4514,44.1847,Stigmella
7.3228,44.1856,Stigmella
7.3956,44.2825,Stigmella
7.5025,44.1622,Stigmella
7.3631,44.1483,Stigmella
7.2708,44.2497,Stigmella
7.4303,44.2144,Stigmella
7.321389,44.24306,Stigmella
7.39742,44.28416,Stigmella
7.56,43.98222,Stigmella
7.475091,43.92816,Stigmella
7.59939,44.09132,Stigmella
7.52247,44.06892,Stigmella
7.512165,44.06943,Stigmella
7.517068,44.06549,Stigmella
7.578217,44.15241,Stigmella
7.395272,44.27561,Stigmella
7.271452,44.1931,Stigmella
7.271082,44.20263,Stigmella
7.407897,44.23717,Stigmella
7.466653,43.87905,Stigmella
7.40162,43.86549,Stigmella
7.404962,43.86493,Stigmella
7.415348,43.84624,Stigmella
7.411174,43.84521,Stigmella
7.40994,43.85035,Stigmella
7.496565,43.92684,Stigmella
7.546604,43.98192,Stigmella
7.541385,43.97484,Stigmella
7.547591,43.98562,Stigmella
7.594423,44.07937,Stigmella
7.598403,44.09082,Stigmella
7.550349,44.06542,Stigmella
7.538901,44.06824,Stigmella
7.52513,44.06916,Stigmella
7.550805,44.05839,Stigmella
7.561866,44.01388,Stigmella
7.559028,44.01776,Stigmella
7.560171,44.021,Stigmella
7.557897,44.02024,Stigmella
7.518752,44.08325,Stigmella
7.498711,44.11165,Stigmella
7.488926,44.31441,Stigmella
7.535076,44.32362,Stigmella
7.435899,44.2097,Stigmella
7.446252,44.19289,Stigmella
7.269232,44.17042,Stigmella
7.278931,44.21486,Stigmella
7.494092,44.19497,Stigmella
7.575701,44.02873,Stigmella
7.468783,43.92406,Stigmella
7.394539,43.87708,Stigmella
7.28738,44.13326,Stigmella
7.525978,44.12618,Stigmella
7.396728,44.28185,Stigmella
7.397768,44.28312,Stigmella
7.43884,44.20383,Udea
7.247222,44.24722,Udea
7.34,44.25,Udea
7.42611,44.22015,Udea
7.56056,43.9825,Udea
7.5675,44.0558,Udea
7.39778,44.2836,Udea
6.74333,44.2833,Udea
7.383333,44.28333,Udea
7.3742,44.1828,Udea
7.272,44.207,Udea
7.3367,44.1725,Udea
7.2333,44.1986,Udea
7.2819,44.3261,Udea
7.4103,44.1492,Udea
7.2488,44.2024,Udea
7.2667,44.1803,Udea
7.3228,44.1856,Udea
7.4428,44.2161,Udea
7.2122,44.1933,Udea
7.3167,44.1772,Udea
7.375,44.1481,Udea
7.4931,44.195,Udea
7.4267,44.2453,Udea
7.4303,44.2144,Udea
7.3722,44.6519,Udea
7.5064,44.1633,Udea
7.3956,44.2825,Udea
7.3628,44.1483,Udea
7.521389,44.10222,Udea
7.321389,44.24306,Udea
7.383333,44.24972,Udea
7.512778,44.06944,Udea
7.565778,44.057,Udea
7.56,43.98222,Udea
7.396361,44.28192,Udea
7.527472,44.10994,Udea
